,Time,Latitude,Longitude,Bitrate,Distance
0,13:58:54.749000,52.314884539,10.561514155,1.64,105.54643136294926
1,13:58:54.749000,52.314884539,10.561514155,10.5,105.54643136294926
2,13:58:54.749000,52.314884539,10.561514155,10.1,105.54643136294926
3,13:59:07.749000,52.31538451,10.56160767,2.09,49.54872631094131
4,13:59:08.749000,52.315439821,10.561614702,2.08,43.37960751501268
5,13:59:09.749000,52.315491819,10.56162129,1.04,37.58144586492574
6,13:59:10.749000,52.315541958,10.561629312,6.26,31.977686668990362
7,13:59:11.749000,52.315590256,10.561632958,16.2,26.619068464045192
8,13:59:12.749000,52.315636081,10.561638869,10.4,21.51750061545976
9,13:59:13.749000,52.315678007,10.561650231,15.6,16.788426515348256
10,13:59:14.749000,52.315721649,10.561664329,33.4,11.842869353550821
11,13:59:15.749000,52.315759185,10.561692464,32.8,7.549698417363707
12,13:59:16.749000,52.315791352,10.561732442,39.6,4.950829877946623
13,13:59:17.749000,52.315818154,10.5617864,34.4,6.71460265047438
14,13:59:18.749000,52.315842329,10.561848722,22.9,11.024774386332158
15,13:59:19.749000,52.315860371,10.561918906,29.7,16.11186518235262
16,13:59:20.749000,52.315869126,10.561995134,29.2,21.39617170964123
17,13:59:21.749000,52.31586917,10.562070459,18.8,26.432904409167346
18,13:59:22.749000,52.315865569,10.562144823,4.17,31.37909472687103
19,13:59:23.749000,52.315857536,10.562217032,11.5,36.16837819080508
